age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,binary,tenure,country,text
20,1,11,19.9,0.7,1,0,3062,0,56,1,0,0,24,0,gutas
33,0,10,32,1,2,0,947,372,0,0,1,0,24,1,beautifulpyre
28,1,6,21.2,0.8,1,0,4396,0,0,0,0,0,23,0,salesagrelli
21,0,5,20.8,1,5,0,193,22,0,1,3,0,23,0,frankalie
18,1,5,19.8,0.8,2,0,24308,15,0,1,1,0,22,0,floodforlife
17,0,19,18.53333333,0.666666667,5,0,7462,8,3,0,0,0,22,1,conneeey
18,1,7,20.6,0.857142857,6,0,21390,32,0,0,6,0,22,0,musicasom
22,1,7,24.8,0.8,3,0,230,8,0,1,1,0,20,0,byanon
18,1,13,17.5,0.5,2,0,47118,1,0,0,9,0,19,1,johngonewild
32,1,12,27.5,0.818181818,1,0,6375,62,0,1,9,0,19,1,decarnation
20,0,6,21,0.833333333,1,0,3660,26,0,1,5,0,19,0,cerquera
17,0,7,17.2,0,2,0,1402,43,0,0,7,0,17,0,dasha_good
21,1,15,21.4,0.428571429,8,0,15340,157,0,1,10,0,16,0,mitchincredible
17,1,6,17.8,0.5,3,0,4865,32,0,0,2,0,15,0,michuwalczak
26,1,6,26.2,0.666666667,2,2,1682,33,0,0,1,1,15,0,cemaleker
22,1,10,20.8,0.3,1,0,1541,3,0,0,2,0,14,0,everlasts
18,1,7,18.2,0.333333333,1,0,1454,24,0,0,11,0,14,1,dansmith93
22,0,5,21.8,0.6,1,0,352,7,0,0,1,0,14,1,lightningpaws
31,1,7,26,0,4,0,5,3,0,0,1,0,13,0,pipemedina
19,0,7,21.6,0.8,3,0,3191,25,0,1,1,0,8,0,ariadnushka
28,1,13,27,0.555555556,1,0,27336,217,0,2,2,0,41,1,alexstone0983
11,1,11,20,0.5,2,0,31066,13,3,0,8,0,44,0,cravecase101
24,1,20,24.4,0.75,3,3,14316,14,0,2,6,1,79,0,cenkalti
23,1,13,23.4,0.909090909,4,0,68505,6,24,1,23,0,57,0,brutex
20,1,21,21.33333333,0.882352941,5,0,10644,19,0,0,115,0,52,1,ollolovesmusic
24,1,16,24.9,0.583333333,2,0,15542,8,0,1,8,0,67,0,stekoff
24,0,24,24.05,0.347826087,12,0,5618,153,0,1,63,0,42,0,misssound
46,1,35,36.85,0.642857143,15,1,2770,333,0,1,7,0,45,0,mothercarolina
17,1,16,18.06666667,0.666666667,6,0,42545,249,0,1,1,0,28,0,blakishh
18,0,18,24.53333333,0.588235294,4,0,13963,0,0,0,10,0,59,1,kleinetigerin
21,0,6,22,0.666666667,1,0,4155,9,0,1,11,0,56,0,palinka89
18,0,13,19,0.727272727,3,0,15871,39,0,0,4,0,15,0,kayumihamasaki
18,0,15,18.4,0.357142857,2,0,2606,57,0,1,26,0,29,0,lucyanne2
19,0,37,19.06666667,0.393939394,3,0,24723,71,0,1,38,0,30,0,aakkaa
38,1,24,36.3,0.652173913,15,1,2963,791,3,1,7,0,56,0,ecsetke
23,1,15,23.3,0.4,3,0,69909,53,1,1,48,0,55,1,jehutey
25,0,14,25.9,0.666666667,5,0,25521,0,0,2,5,0,53,0,cohens
27,1,15,25.6,0.692307692,4,1,25615,24,0,1,9,1,50,0,laszlo_kovac
18,0,17,20.2,0.769230769,7,1,22208,815,1,0,424,1,28,0,weiao
22,1,16,22.4,0.833333333,1,0,10053,32,0,0,1,0,11,0,gorillaponnes
20,0,22,22.05,0.476190476,13,1,10232,44,6,1,41,0,57,0,burning-sun
24,1,25,24.05,0.681818182,3,0,6666,22,1,1,10,0,53,0,antonycharlie
18,1,8,18.2,1,1,2,5332,98,0,0,1,0,18,0,molkoback
28,1,8,26,0.857142857,2,0,33211,45,0,2,28,0,30,0,machielvdh
24,1,14,23.4,0.928571429,5,0,24698,24,6,2,39,0,72,0,slaytan
32,1,15,29.2,0.538461539,4,0,30634,37,0,1,5,0,68,0,cosmikspin
29,0,8,26.6,0.714285714,3,0,3383,186,0,1,8,0,68,0,sofelia
23,1,9,26.2,0.625,4,0,11179,450,0,1,0,1,65,1,jester7707
25,1,20,26.93333333,0.352941177,2,1,21439,18,3,1,28,0,65,0,olemishue
29,1,8,28,0.428571429,1,0,35527,14,0,0,5,0,60,1,mjmclain
27,1,36,23.6,0.34375,7,0,44004,334,0,1,33,0,59,0,juanfranmo
27,1,17,25.6,0.733333333,2,1,15331,0,453,1,11,0,56,0,yasper84
22,1,6,22.6,0.833333333,1,0,36665,70,0,0,10,0,55,0,vierphoria
41,1,7,34.8,0.666666667,5,0,31958,2,0,1,3,0,55,0,dadiani
21,1,23,21.4,0.722222222,10,1,64463,159,3,1,64,0,54,0,obrijana_volina
22,0,17,24.2,0.5625,8,0,4428,1,0,1,8,0,53,1,robotpirate
19,1,19,18.73333333,0.8125,3,0,10440,4,0,1,9,0,49,0,zarhid
21,0,9,20.6,1,4,0,86225,195,0,1,13,0,47,0,lelouchsuzaku
21,1,25,21.15,0.565217391,2,0,82770,520,13,1,84,0,45,0,qahodron1990
20,1,24,19.8,0.772727273,1,0,33365,82,1,0,0,0,45,0,kausman
35,1,5,38.6,1,1,1,17419,434,0,0,2,0,42,0,karbl058
19,1,18,20.2,0.307692308,3,0,16418,157,1,0,6,0,40,0,przemkers
26,1,10,26.7,0.9,3,1,2615,106,0,0,7,1,36,1,zooberpossum
20,1,6,24.2,0.8,3,0,5959,0,0,0,3,0,35,0,chegevarton
22,1,6,23.2,0.333333333,3,0,9922,112,0,0,20,1,34,0,realbadmf
23,1,12,20.7,0.636363636,1,0,7809,0,0,0,15,0,34,0,c_alexandre
28,1,7,29.4,0.5,4,1,10365,851,3,1,14,1,31,0,rodles
24,1,8,23.4,0.333333333,2,1,0,3,0,1,2,0,27,0,adik_rotten
21,1,5,23,0.8,4,0,21333,0,0,0,5,0,23,0,wiiictor
17,0,14,22.2,0.818181818,4,0,153,41,0,0,2,0,23,1,justttaylor
21,1,5,21,0.6,3,0,18567,7,0,0,19,0,19,0,pablo90s
20,0,6,19.4,0.2,4,0,10500,91,0,0,6,0,13,0,imagine_art
17,0,8,17.6,0.142857143,1,0,3223,14,0,0,7,0,8,0,nigram_clavem
25,1,6,22.2,0.5,5,0,11675,35,0,0,2,0,7,0,thuyquai
16,1,19,16.4,0.5625,2,0,61863,165,0,1,11,0,26,0,ajaqaxel
35,1,12,32,0.75,2,0,83744,0,3,1,17,0,85,0,unclemin
21,1,18,21.4,0.6,6,0,52849,18,0,0,5,0,29,1,bontonks
28,1,24,27.6,0.611111111,3,2,8768,6,0,0,2,0,69,0,geagle
38,1,80,35.42,0.942028986,15,8,20518,141,0,1,309,0,69,1,sub-culture
21,1,18,20.4,0.5625,2,0,15198,165,1,0,12,1,45,0,dzomer
20,1,28,19.8,0.47826087,2,0,62555,40,0,1,18,0,49,0,shamboliz
31,0,28,32.66666667,0.761904762,13,1,2881,84,0,2,15,0,61,0,lacousine
29,1,19,28.13333333,0.875,10,1,28439,177,0,0,5,0,29,0,juancho_82
23,1,35,25.44,0.863636364,1,2,24514,57,0,1,3,0,57,1,bobbiv
33,1,11,27,0.6,1,0,896,11,0,1,5,0,56,0,frodokolo
20,1,29,19.96,0.538461539,16,0,39226,0,0,1,51,0,43,0,shaddixx15
17,1,14,19.3,0.5,4,0,26752,152,3,1,4,0,32,0,stajari
30,1,15,31.1,0.666666667,1,0,17554,6,7,0,13,0,69,0,xiken
26,1,18,25.5,0.727272727,5,0,56790,32,1,1,6,0,88,1,timeforheros
26,1,15,26.3,0.307692308,2,0,6835,12,1,0,1,0,82,1,inanoperetta
23,0,13,28.1,0.727272727,2,0,67166,26,0,0,11,0,72,0,melpomenel
21,1,15,21.7,0.583333333,2,0,22964,0,0,0,6,0,72,1,r0brice
20,1,11,22.2,0.7,2,0,26186,4,1,0,10,0,72,0,venixx
25,1,11,26.3,0.888888889,7,1,17578,26,2,0,7,1,65,0,samgriffith1928
26,1,13,25.9,0.545454546,4,1,20723,93,0,1,5,0,65,0,smolny_swamp
25,0,30,28.05,0.666666667,4,1,62806,149,1,1,57,0,65,0,olkabe
25,1,12,24.4,0.6,6,0,43871,13,0,1,46,0,64,0,dj_js
23,1,23,22.7,0.857142857,3,0,28288,20,0,2,6,0,63,1,bobbazme1ster
24,1,13,23.6,0.416666667,4,0,35602,115,0,1,8,0,61,1,tkdkid393
24,0,12,23.9,0.727272727,3,0,574,0,0,0,9,0,61,1,likedreamersdo
32,0,20,32.1,0.583333333,2,1,448,19,0,0,3,0,61,1,sashasana
26,1,17,27.3,0.538461539,3,0,22804,0,0,0,18,0,59,0,tee_muki
30,1,22,28.8,0.941176471,1,1,39699,364,0,0,8,1,55,0,gray-um
22,1,15,22.8,0.666666667,3,2,16787,4,0,1,15,1,55,0,iowakid
23,0,13,25.6,0.818181818,2,0,3563,66,1,1,13,0,55,0,deuxeau
21,0,15,22.1,0.538461539,2,0,5446,0,0,1,2,0,54,0,syperdetko
26,1,10,24.2,1,8,1,3186,47,0,1,11,0,54,1,adacore
58,1,11,22.2,0.8,2,0,969,2,0,1,3,0,53,1,quantam
34,1,14,31.3,0.4,2,1,14775,64,2,1,28,0,49,1,moribundus1
23,1,12,23.6,0.5,3,0,17211,78,0,0,4,1,49,0,ch4osprof
19,1,13,19.2,0.7,1,0,8173,10,0,1,46,0,48,0,uppeli
22,0,16,21.5,0.5,2,1,5035,1,0,1,34,0,47,0,raquelsaliba
28,1,11,28.9,0.666666667,2,0,5789,0,0,0,24,0,45,0,djblademusic
23,0,15,24.4,0.785714286,5,0,3120,21,0,1,16,0,42,0,elettra87
29,1,13,26.1,0.272727273,1,0,39793,208,0,3,10,0,40,0,kabulek
19,1,10,20.9,0.4,8,0,15454,90,0,0,15,0,40,0,shane_gueret
36,0,11,34.5,0.8,2,0,793,50,0,2,6,0,40,0,ilariamauric
21,0,13,21.6,0.6,1,0,10780,47,1,0,2,0,39,1,kyeshe
24,0,16,25.2,0.583333333,5,0,7292,147,0,0,20,0,34,0,imlajsa
18,0,12,19.2,0.727272727,2,0,951,300,0,1,13,0,34,0,tupishka
18,1,12,20.1,0.363636364,7,0,154,0,0,0,1,0,33,0,colatra
41,1,17,34.3,0.142857143,9,1,1024,12,0,1,1,0,30,0,smutnyheniu
22,1,15,21.9,0.818181818,1,0,67721,20,0,0,8,0,26,1,jswin
24,1,13,25.9,0.769230769,2,0,3536,41,0,0,13,0,15,1,dienutte
29,1,13,29,0.692307692,3,2,16,0,0,0,1,0,12,0,otiagom
22,0,16,28.7,0.75,8,0,23998,85,0,1,10,0,39,0,me_patrice
27,1,17,27.9,0.571428571,4,1,37227,228,0,0,23,0,37,1,geyst666
20,1,16,20.4,0.733333333,4,0,3758,74,1,0,5,0,53,0,nihilanth666
19,1,13,18.6,0.5,1,0,11394,18,0,1,5,0,28,0,witsiuk
18,1,7,18,0.428571429,3,0,19211,458,0,2,41,0,26,0,koval93
20,0,17,22.66666667,0.866666667,1,1,5225,10,0,0,43,0,37,0,suraaa
33,1,11,29.4,0.5,2,1,12615,1051,0,1,1,0,50,0,dabu22
19,0,8,20.6,0.666666667,1,0,16490,1,0,0,24,0,42,1,turtnip
25,0,57,22.975,0.363636364,22,0,96890,97,8,0,280,0,66,0,nelleeee
22,0,31,23.92,0.925925926,4,0,17993,31,6,1,125,0,54,1,freakinside
18,1,30,19.84,0.72,2,0,13082,0,0,1,151,0,65,1,donaki
20,0,19,21.66666667,0.111111111,11,0,25399,129,0,1,18,0,38,0,gravitie
26,1,14,26.4,0.8,5,0,47368,121,1,0,4,0,52,0,wasabi3
26,0,12,25,0.666666667,7,0,7114,242,3,2,18,0,48,0,funny_tangerine
20,0,14,19.5,0.166666667,6,0,47990,49,0,0,207,0,37,0,gumowa_kaczusia
19,0,5,19.2,0,2,0,4226,41,1,1,0,0,11,0,nyneaveal
20,1,12,21.1,0.636363636,1,0,5410,1,1,0,0,0,7,0,ikalnitsky
24,0,13,26.2,0.666666667,3,0,1172,6,7,1,10,0,67,0,shiwij
29,0,23,30.4,0.6,5,1,16520,94,0,0,7,0,36,1,side_view
21,0,28,21,0.608695652,3,0,15935,11,0,1,18,0,59,1,hereinyourarms5
22,1,22,23.53333333,0.764705882,2,0,54149,31,1,1,20,0,63,0,mittermeyer
31,1,19,30.46666667,0.538461539,4,0,28648,53,4,1,19,0,79,0,gazt
28,0,19,31.53333333,1,11,3,10146,595,0,0,30,1,72,0,davidsonesjaunk
24,0,23,24.33333333,0.684210526,4,0,26721,38,0,1,3,0,70,0,monstera
18,1,22,21.06666667,1,10,1,68479,372,15,0,158,1,64,0,wolfxi
26,1,27,32.26666667,0.666666667,9,1,6510,412,15,1,159,0,61,1,ob_one
22,0,20,23.26666667,0.538461539,7,0,4018,41,8,1,121,0,56,0,metamorfeame
25,1,17,25.93333333,0.533333333,5,0,22091,12,0,1,8,0,46,0,erickdsp
22,1,46,23.76666667,0.352941177,1,0,21822,136,0,2,14,0,42,1,rclations
21,0,16,20.53333333,0.75,5,0,7004,69,0,0,43,0,33,0,littleblackcatx
22,1,19,21.6,0.5625,1,0,30590,56,0,0,17,0,32,0,kundzia_320
17,1,22,17.4,0.277777778,5,0,27226,380,0,0,93,0,28,1,chris_earley
20,0,17,20.66666667,0.125,7,0,7485,6,0,0,2,0,17,1,takemetoglasgow
23,1,37,23.83333333,0.666666667,6,1,14567,28,8,1,92,0,56,0,sebilarus
26,0,25,26.93333333,0.55,3,0,19537,1,0,1,39,0,64,1,ladyhell
24,1,41,23.54285714,0.815789474,1,0,109611,54,16,0,100,0,70,0,satis
23,0,15,24.9,0.923076923,8,0,420,4,0,1,8,0,33,0,debzii
21,0,22,20.9,0.619047619,4,0,7624,118,3,0,73,0,42,0,mito0909
18,0,58,18.6,0.351851852,6,0,10098,137,35,0,86,0,22,0,lesniaklesniak
28,1,7,22.2,0.333333333,4,0,34764,6,0,1,4,0,45,1,sb-punk
24,0,6,25,0.4,3,0,932,72,0,1,7,0,52,0,celestial_nymph
22,1,23,21.53333333,0.25,2,0,48460,26,1,1,20,0,40,1,abominmanifesto
29,1,28,31.25,0.916666667,4,0,23712,158,11,1,4,0,81,1,metallikop
34,1,7,30.8,1,2,0,40357,46,2,0,8,0,71,0,mmenfin
23,1,16,24,0.666666667,2,0,12523,126,1,0,13,0,71,1,lanze
25,0,26,23.85,0.782608696,10,0,6573,0,0,0,5,0,68,0,jeslyn7
31,1,7,32.6,0.4,2,0,7154,3,0,0,7,0,59,0,pitersed
20,1,5,21.6,0.4,3,1,1217,0,0,1,0,0,59,0,dakatastz
24,0,22,20.93333333,0.277777778,3,0,36179,0,0,0,226,0,58,0,ma_tenshi
20,1,6,22,0.8,3,0,18155,1,3,1,21,0,56,0,szyszek_pe
18,1,6,21,0.6,1,0,2409,191,0,1,10,0,53,1,thatoneguy8269
27,1,7,25.2,0.4,4,0,61896,18,0,0,27,0,52,0,skoggkatt
20,0,8,21.8,0.6,3,0,102769,26,0,1,0,0,50,0,rautalintu
22,0,22,22.9,0.55,3,0,1815,0,2,1,14,0,49,0,caroldaga
25,0,26,25.95,0.636363636,7,2,21027,259,0,1,15,0,47,0,psihoralka
19,0,6,20.6,0.6,3,0,10449,9,0,0,144,0,44,0,minileila
21,1,6,20.6,0.166666667,1,0,628,7,0,0,11,0,35,0,pizza_power
20,1,5,20.2,0.4,1,0,503,44,0,0,2,0,33,0,sick_shlang
18,1,30,18.9,0.642857143,2,2,16215,37,0,0,9,0,33,0,grzechel
19,1,6,19.4,0.75,2,0,15204,4,0,0,0,0,24,1,privatepete24
20,1,22,19.8,0.722222222,6,0,30607,8,0,1,14,0,21,1,ralphoutloud
27,1,24,22.7,0.80952381,2,0,23782,36,0,0,10,0,20,0,marcioversace
20,1,11,19.8,0.333333333,3,0,13354,53,0,0,3,0,22,0,chinezu49
22,1,5,22,0.75,1,0,568,0,0,0,1,0,19,0,orf3usz
17,1,28,16.68,0.36,9,0,35678,35,0,0,10,0,23,0,hanashiro
20,1,23,19,0.5,4,1,17786,102,0,0,5,0,35,0,gacekdeathsmile
23,0,43,22.85714286,0.405405405,4,0,45460,63,0,0,7,0,62,0,missy_seepy
41,1,34,23.16,0.878787879,11,2,5468,817,0,1,30,0,44,1,booticon
25,1,29,22.85,0.807692308,6,2,33333,87,91,0,19,0,73,1,cdavis
23,1,12,21.1,0,2,0,59299,16,0,0,1,0,43,1,reds0d4
27,0,19,31.4,1,11,0,15765,260,0,1,71,1,59,0,dearcarol
16,1,16,17,0.461538462,6,0,18901,1,0,0,1,0,6,0,cbamforth
21,1,45,23.13333333,0.717948718,6,1,64957,2,1,1,12,0,52,0,bobstudio
20,1,28,21.2,0.740740741,6,0,53799,902,16,0,18,0,59,0,napalm_d
38,1,13,27.7,0.166666667,6,1,56284,4,0,0,3,0,87,1,tarducci
26,1,12,24.8,0.272727273,9,0,14707,392,0,1,59,0,55,0,acgsist
22,1,11,21.4,0.6,1,0,6222,30,0,0,7,0,40,1,angelasylum13
18,1,16,20.5,0.5,8,0,9598,108,1,1,13,0,32,1,josh_corkill
21,0,13,21.7,1,4,0,2037,167,0,1,1,0,25,0,isizida
23,0,63,24.28,0.727272727,11,1,21282,230,2,0,4,1,52,0,beanshi
22,1,20,25.06666667,0.6875,2,0,35828,74,0,1,29,0,55,0,vodkaimedvedi
23,1,25,24.33333333,0.894736842,7,0,22562,80,115,0,24,0,16,1,stigmataxx
26,1,15,24.3,0.777777778,1,1,4502,115,0,0,0,0,67,1,frijole
21,0,30,22.05,0.75862069,4,1,32552,167,3,1,42,0,46,0,betty_swift
33,0,30,36.7,0.913043478,8,1,32532,16,1,0,17,0,86,1,bethlet
21,1,28,21.1,0.708333333,8,0,16256,144,0,1,17,0,35,0,fear_of_thedark
20,1,26,20.64,0.583333333,3,0,57067,69,0,0,10,0,35,0,chris-top-her
21,1,17,21.6,0.533333333,4,0,5213,57,0,0,2,0,61,1,firebert773
19,0,12,19.9,0.5,2,0,12956,12,0,0,2,0,8,1,madddie_
19,1,6,21,0.2,2,0,4630,93,0,1,1,0,34,0,ahcimm
34,1,15,29.2,0.833333333,4,1,22370,0,0,0,7,0,55,0,diealp
26,1,8,25.4,0.5,1,0,14476,0,0,0,0,0,96,1,transitentendu
30,1,10,27.5,0.8,3,0,11938,75,4,0,10,0,93,1,mentat_matt
36,1,8,36.6,1,1,0,8827,219,2,0,1,0,90,0,gigaloff
24,1,15,23.3,0.8,1,0,12335,24,2,0,2,0,88,0,masticore
27,1,12,24,0.666666667,2,1,32617,78,3,1,6,0,83,1,enthuzed182
42,1,6,31,0.6,4,0,2976,6,0,0,3,0,81,0,quintesse
21,1,7,26,1,3,0,62085,98,6,2,3,0,79,1,ghstomahawks
22,0,5,23,0.4,2,1,6524,0,0,0,5,0,79,1,alaofarda
24,1,7,23.6,0.857142857,2,0,12730,0,0,0,1,0,78,1,wickedslapshot3
24,0,10,22.5,0.3,1,0,18119,0,0,0,1,0,78,1,latesttrend
23,0,11,24.4,0.666666667,3,0,2745,42,24,1,8,1,77,1,rosamunduk
24,0,27,23.56,0.583333333,3,0,13194,0,12,1,1,0,77,0,espieglerie
30,1,6,26.2,1,2,0,9822,1,0,1,0,0,76,0,filipeme
25,1,16,25.2,0.833333333,3,0,17672,31,0,1,6,0,76,0,panguziec
22,1,11,22.6,0.875,1,0,2579,0,0,1,8,0,76,0,schmood
29,1,9,26.4,0.714285714,2,0,18955,2,1,0,4,0,74,0,jagiellonia
26,0,7,23,0.5,4,0,22043,5,0,0,12,0,74,0,polarluft
25,0,6,22.6,0.666666667,2,0,3934,145,1,1,0,0,73,1,frechessunshine
28,1,6,26.4,0.8,1,0,3933,0,1,0,0,0,73,1,stereoforall
22,1,6,23.2,0.833333333,1,0,19427,0,0,0,3,0,73,0,snowman-
25,1,17,25.33333333,0.785714286,2,0,19959,10,0,2,2,0,72,0,deltasound
23,1,7,28,0.6,2,0,11139,1,0,1,5,0,72,0,futtbucker
21,0,6,22.2,0.333333333,2,0,15689,1,0,0,6,0,72,1,xjaimex
23,1,5,21.4,1,1,0,1416,0,0,0,3,0,72,0,kaleva
21,1,24,22.75,0.714285714,6,1,24753,31,0,1,14,1,72,0,xahtep
29,1,29,29.85,0.714285714,2,0,106506,8,1,1,0,0,71,1,alaiacano
41,1,10,35.2,0.75,5,1,2358,373,0,1,4,0,71,1,mofm
25,1,6,26,0.5,2,0,8847,0,0,0,1,0,71,0,leho57
23,1,5,24,0.4,2,1,11774,1,6,0,7,0,71,0,anderu
22,1,15,25.4,0.916666667,4,0,86537,2,0,0,4,0,70,0,captin_pain
23,0,14,23.4,0.166666667,3,0,22270,103,5,1,3,0,70,1,bobnita
28,0,8,28.8,0.4,4,0,10368,459,1,1,16,0,70,0,hebak
28,1,5,30,0.8,1,0,15112,0,1,0,24,0,70,1,olli82
41,1,7,27.6,1,2,0,0,0,0,0,14,0,70,0,tissemand
23,1,7,22,0.833333333,2,1,2932,7,2,1,8,0,70,1,kurtsimonw
23,1,11,22.2,0.75,3,0,25960,95,54,1,12,0,69,0,saldner
26,1,7,26,0.5,1,0,19030,61,4,1,0,0,69,0,deadbie
23,0,6,22.6,0.4,4,0,4792,21,0,0,15,0,69,1,hdksmutti
22,0,11,24.9,0.9,3,0,17926,4,2,0,1,0,69,1,marina_lex
46,1,9,35.6,0.75,4,1,11200,95,0,0,14,0,68,0,libor10
28,1,12,28.1,0.777777778,6,2,8653,3,16,0,5,0,68,0,steinnes
25,1,9,24.8,0.714285714,2,0,24501,18,0,1,6,0,68,0,mcanswer
22,1,6,20.6,0.25,2,0,6673,0,0,0,9,0,68,1,kyle90
35,1,12,32.6,0.727272727,1,0,4119,0,0,0,3,0,68,1,exploringmario
24,1,6,26,1,1,0,7105,0,0,1,1,0,68,1,edwalker11
28,1,21,27.06666667,0.722222222,8,1,4407,409,1,0,10,0,67,0,oyvindb
48,1,5,45.6,1,3,0,30225,0,0,1,1,0,67,0,jns38
26,1,6,24.2,0.8,1,0,45834,1,0,1,11,0,66,0,magicduh
24,1,16,22.9,0.846153846,2,0,25293,0,0,0,8,0,66,1,iamtphang
28,1,9,27.8,0.8,2,1,7297,361,0,1,13,0,66,0,pulpdogs
23,0,8,22.6,0.166666667,2,0,9343,0,0,1,7,0,66,0,tukbu
39,1,16,33.8,0.545454546,7,2,7966,86,1,2,7,0,66,1,blissseeker
31,1,14,33,0.857142857,5,0,9726,374,2,2,8,1,65,0,genom80
22,1,6,39.2,1,5,0,18921,0,0,1,0,0,65,1,jnengland77
22,1,5,23.4,1,1,0,1329,0,121,0,16,0,65,0,improvisasjon
25,1,7,24.6,1,1,0,3499,5,0,1,7,0,63,0,tiltkrish
22,1,6,22.6,0.4,2,1,8622,6,0,1,2,0,63,1,jenko88
24,0,12,30.4,0.833333333,2,0,32986,41,0,0,40,0,63,0,eme86
27,1,9,22.4,1,6,0,43,27,0,0,8,0,63,1,j_decay
42,1,7,37,1,3,0,23052,36,1,1,1,0,62,0,docdream
26,1,6,24.8,0.8,4,0,3045,145,0,1,8,0,62,0,alemag
31,1,7,26.8,0.714285714,1,0,1481,9,1,0,0,0,62,1,dcfender
46,1,8,30.4,0.666666667,3,0,2193,2,0,1,5,0,62,1,hairymicta
21,0,7,22.6,0.8,2,0,3644,0,0,0,9,0,62,0,_boo
22,0,5,22.4,0.8,1,0,7376,2,0,0,21,0,62,1,sandy2204
24,0,7,25,1,3,0,7929,19,0,1,5,0,62,0,ninfainna
33,1,8,36.2,1,1,0,10915,150,1,1,4,0,61,1,easytarget0000
20,0,13,23.1,0.909090909,2,0,9320,0,0,1,20,0,61,0,sophietje1990
36,1,6,27.8,1,2,0,7025,25,0,1,1,0,61,0,zaelech
27,1,6,24.6,0,1,0,1478,79,0,1,2,0,61,1,psyence101
41,1,5,38.2,0.8,1,0,8582,0,0,1,2,0,61,1,marklewis
24,0,7,23.8,0.4,2,0,1803,2,8,1,20,0,60,0,vivien1230
22,0,5,23,0.4,1,0,5877,0,0,1,3,0,60,0,emmlov
22,0,8,22.8,0.428571429,1,0,5129,3,0,1,25,0,60,1,overrandoverr
27,1,8,30,0.5,1,0,2599,46,1,1,8,0,60,0,plasmoso
25,1,9,23.2,0.666666667,1,0,48110,35,0,1,9,0,59,1,bastosch
27,1,35,25.56666667,0.625,7,2,17764,57,1,1,13,0,59,1,izaeus
30,1,7,28.2,0.666666667,1,0,10834,49,0,0,1,1,59,0,jpsf
24,0,6,24.4,0.833333333,1,0,13679,52,0,1,9,0,59,0,chiukhalay
17,0,6,24.2,0.666666667,4,0,7033,211,0,1,1,0,59,1,vaannyy
32,0,5,27.6,0.6,4,1,33466,64,0,1,1,0,59,0,mudflaplinda
25,1,7,25.2,0.666666667,1,0,3105,0,0,0,4,0,59,1,dlr500
20,0,12,21.9,0.666666667,3,0,7155,5,0,0,8,0,59,0,tolvanen
23,1,5,22.8,0.8,2,0,20086,104,0,1,1,0,59,0,-wilhelm-
21,1,6,21,0.333333333,3,0,91130,1,3,1,29,0,58,1,mangominiwheat
20,0,7,20.4,0.428571429,1,0,18183,10,0,1,3,0,58,1,lishcakes
25,0,13,24,0.6,2,1,20937,2,0,1,3,0,58,1,apetryk
33,1,13,29.2,0.636363636,4,0,11611,4,0,0,3,0,58,0,stolich_yoyo
24,0,8,25.6,0.833333333,3,0,9124,4,0,1,11,0,58,0,gabrielasperb
21,1,10,23.4,1,2,0,31573,2,0,1,5,0,58,0,lemomo
20,0,6,21.4,1,1,0,609,20,0,1,2,0,58,1,denial-blonde
21,1,5,20.6,1,1,0,60553,7,4,1,31,0,57,0,slema
25,1,5,22,1,1,0,33311,155,0,0,1,0,57,0,tiendil
36,1,11,24.2,1,3,0,11166,1,0,1,2,0,57,0,dicson
29,1,9,28.8,0.2,1,0,12751,0,0,1,4,0,57,0,atchep
21,1,13,21.9,0.6,2,0,26060,0,0,0,14,0,57,1,chimneyxsweep
22,1,5,20.8,0.6,1,0,12378,0,0,1,8,0,57,1,stuntkid_2007
22,1,5,24.2,0.75,1,0,1237,22,0,0,3,0,57,1,aliasdave
30,1,6,23.6,0.8,2,0,9303,7,0,1,0,0,57,1,gosselmeyer
26,0,6,24.6,0.833333333,1,0,2254,6,0,1,1,0,57,0,raposinha
24,0,10,28,0.625,5,1,18086,542,0,1,37,0,56,0,deathvallyqueen
24,1,7,26.4,0.666666667,2,0,2624,23,0,0,3,0,56,0,yosoydano
23,1,7,23.8,0.833333333,1,0,21680,548,4,1,13,0,56,0,sp3ctum
24,0,9,25.4,0.666666667,4,0,2864,32,0,2,9,0,56,0,idolii
26,1,6,25.4,0.6,1,1,55701,22,3,1,30,0,55,0,pony999
25,0,6,28,0.4,1,0,26443,233,3,1,21,0,55,1,imon_tambourine
23,1,7,21.8,0.4,2,0,6970,0,0,1,1,0,55,1,arcticmike
27,1,6,30.4,0.5,2,0,44,0,0,0,3,0,55,0,silverargo
30,1,6,32.6,0.6,4,0,2132,9,0,0,2,0,55,0,bpusey
28,1,8,28.2,0.6,2,0,10644,3,0,0,1,0,55,0,iscream_er
26,1,6,23.6,0.75,1,0,14192,5,0,1,5,0,55,1,rocker3182
24,1,26,25.8,0.470588235,11,1,92866,323,6,2,18,0,54,1,jf3mo
27,0,13,25.7,0.181818182,5,0,18006,0,2,1,7,0,54,0,selleo
21,1,6,23,0.5,1,0,470,0,0,1,5,0,54,0,paulorvdias
25,1,6,26,0.6,2,0,794,26,0,0,5,0,54,0,bochen_pl
27,1,6,22.8,0.666666667,2,0,1587,12,4,1,3,0,54,0,aldemir_
30,0,7,26,0.6,1,1,0,0,0,1,7,0,53,1,0heidi0
20,1,5,21.2,1,1,0,34805,0,0,0,2,0,52,0,rogeriokruspe
