Index,Seas_Ep,Season,Episode,Episode_Title,Character,Word_Count,Release_date,Duration,Rating,Writer_1,Writer_2,Director,US_Viewers,rate,rate_aud
30679,S2E10,2,10,Valar Morghulis,,,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
30680,S3E1,3,1,Valar Dohaeris,,,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
30681,S3E2,3,2,"Dark Wings, Dark Words",4,Thoros Of Myr,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
30682,S3E3,3,3,Walk of Punishment,,,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
30683,S3E4,3,4,And Now His Watch Is Ended,,,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
30684,S3E5,3,5,Kissed by Fire,75,,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
30685,S3E6,3,6,The Climb,,,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
30686,S3E7,3,7,The Bear and the Maiden Fair,,,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
30687,S3E8,3,8,Second Sons,,,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
30688,S3E9,3,9,The Rains of Castamere,,,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
30689,S3E10,3,10,Mhysa,,,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
30690,S4E1,4,1,Two Swords,2,Innkeeper,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
30691,S4E2,4,2,The Lion and the Rose,,,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
30692,S4E3,4,3,Breaker of Chains,,,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
30693,S4E4,4,4,Oathkeeper,,,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
30694,S4E5,4,5,First of His Name,,,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
30695,S4E6,4,6,The Laws of Gods and Men,,,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
30696,S4E7,4,7,Mockingbird,,,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
30697,S4E8,4,8,The Mountain and the Viper,,,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
30698,S4E9,4,9,The Watchers on the Wall,,,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
30699,S4E10,4,10,The Children,,,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
30700,S5E1,5,1,The Wars to Come,,,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
30701,S5E2,5,2,The House of Black and White,,,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
30702,S5E3,5,3,High Sparrow,,,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
30703,S5E4,5,4,Sons of the Harpy,,,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
30704,S5E5,5,5,Kill the Boy,,,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
30705,S5E6,5,6,"Unbowed, Unbent, Unbroken",,,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
30706,S5E7,5,7,The Gift,,,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
30707,S5E8,5,8,Hardhome,,,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
30708,S5E9,5,9,The Dance of Dragons,,,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
30709,S5E10,5,10,Mother's Mercy,,,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
30710,S6E1,6,1,The Red Woman,,,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
30711,S6E2,6,2,Home,,,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
30712,S6E3,6,3,Oathbreaker,,,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
30713,S6E4,6,4,Book of the Stranger,,,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
30714,S6E5,6,5,The Door,,,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
30715,S6E6,6,6,Blood of My Blood,,,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
30716,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
30717,S6E8,6,8,No One,,,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
30718,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
30719,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
30720,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
30721,S7E2,7,2,Stormborn,,,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
30722,S7E3,7,3,The Queen's Justice,,,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
30723,S7E4,7,4,The Spoils of War,,,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
30724,S7E5,7,5,Eastwatch,,,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
30725,S7E6,7,6,Beyond the Wall,,,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
30726,S7E7,7,7,The Dragon and the Wolf,,,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
30727,S8E1,8,1,Winterfell,,,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
30728,S8E2,8,2,A Knight of the Seven Kingdoms,,,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
30729,S8E3,8,3,The Long Night,,,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
30730,S8E4,8,4,The Last of the Starks,1,,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
30731,S8E5,8,5,The Bells,,,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
30732,S8E6,8,6,The Iron Throne,,,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
30733,S1E1,1,1,Winter Is Coming,,,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
30734,S1E2,1,2,The Kingsroad,,,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
30735,S1E3,1,3,Lord Snow,,,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
30736,S1E4,1,4,"Cripples, Bastards, and Broken Things",4,Catelyn Stark,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
30737,S1E5,1,5,The Wolf and the Lion,2,Mhaegen,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
30738,S1E6,1,6,A Golden Crown,,,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
30739,S1E7,1,7,You Win or You Die,,,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
30740,S1E8,1,8,The Pointy End,,,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
30741,S1E9,1,9,Baelor,,,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
30742,S1E10,1,10,Fire and Blood,,,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
30743,S2E1,2,1,The North Remembers,,,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
30744,S2E2,2,2,The Night Lands,,,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
30745,S2E3,2,3,What Is Dead May Never Die,,,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
30746,S2E4,2,4,Garden of Bones,,,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
30747,S2E5,2,5,The Ghost of Harrenhal,6,Jorah Mormont,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
30748,S2E6,2,6,The Old Gods and the New,2,Theon Greyjoy,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
30749,S2E7,2,7,A Man Without Honor,64,Catelyn Stark,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
30750,S2E8,2,8,The Prince of Winterfell,,,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
30751,S2E9,2,9,Blackwater,,,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
30752,S2E10,2,10,Valar Morghulis,,,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
30753,S3E1,3,1,Valar Dohaeris,,,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
30754,S3E2,3,2,"Dark Wings, Dark Words",9,Arya Stark,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
30755,S3E3,3,3,Walk of Punishment,,,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
30756,S3E4,3,4,And Now His Watch Is Ended,,,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
30757,S3E5,3,5,Kissed by Fire,,,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
30758,S3E6,3,6,The Climb,,,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
30759,S3E7,3,7,The Bear and the Maiden Fair,,,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
30760,S3E8,3,8,Second Sons,,,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
30761,S3E9,3,9,The Rains of Castamere,,,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
30762,S3E10,3,10,Mhysa,,,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
30763,S4E1,4,1,Two Swords,5,Polliver,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
30764,S4E2,4,2,The Lion and the Rose,,,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
30765,S4E3,4,3,Breaker of Chains,,,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
30766,S4E4,4,4,Oathkeeper,,,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
30767,S4E5,4,5,First of His Name,,,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
30768,S4E6,4,6,The Laws of Gods and Men,,,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
30769,S4E7,4,7,Mockingbird,,,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
30770,S4E8,4,8,The Mountain and the Viper,,,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
30771,S4E9,4,9,The Watchers on the Wall,,,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
30772,S4E10,4,10,The Children,,,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
30773,S5E1,5,1,The Wars to Come,,,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
30774,S5E2,5,2,The House of Black and White,,,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
30775,S5E3,5,3,High Sparrow,,,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
30776,S5E4,5,4,Sons of the Harpy,,,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
30777,S5E5,5,5,Kill the Boy,,,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
30778,S5E6,5,6,"Unbowed, Unbent, Unbroken",,,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
30779,S5E7,5,7,The Gift,,,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
30780,S5E8,5,8,Hardhome,,,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
30781,S5E9,5,9,The Dance of Dragons,,,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
30782,S5E10,5,10,Mother's Mercy,,,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
30783,S6E1,6,1,The Red Woman,,,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
30784,S6E2,6,2,Home,,,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
30785,S6E3,6,3,Oathbreaker,,,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
30786,S6E4,6,4,Book of the Stranger,,,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
30787,S6E5,6,5,The Door,,,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
30788,S6E6,6,6,Blood of My Blood,,,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
30789,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
30790,S6E8,6,8,No One,,,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
30791,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
30792,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
30793,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
30794,S7E2,7,2,Stormborn,,,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
30795,S7E3,7,3,The Queen's Justice,,,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
30796,S7E4,7,4,The Spoils of War,,,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
30797,S7E5,7,5,Eastwatch,,,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
30798,S7E6,7,6,Beyond the Wall,,,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
30799,S7E7,7,7,The Dragon and the Wolf,,,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
30800,S8E1,8,1,Winterfell,,,4/14/2019,54,7.6,George R.R. Martin,David Benioff,David Nutter,11.8,92.0,30.0
30801,S8E2,8,2,A Knight of the Seven Kingdoms,,,4/21/2019,58,7.9,George R.R. Martin,David Benioff,David Nutter,10.3,88.0,30.0
30802,S8E3,8,3,The Long Night,,,4/28/2019,82,7.5,George R.R. Martin,David Benioff,Miguel Sapochnik,12.0,74.0,30.0
30803,S8E4,8,4,The Last of the Starks,,,5/5/2019,78,5.5,George R.R. Martin,David Benioff,David Nutter,11.8,57.0,30.0
30804,S8E5,8,5,The Bells,,,5/12/2019,78,6.0,George R.R. Martin,David Benioff,Miguel Sapochnik,12.5,49.0,30.0
30805,S8E6,8,6,The Iron Throne,,,5/19/2019,80,4.1,George R.R. Martin,David Benioff,David Benioff,13.6,48.0,30.0
30806,S1E1,1,1,Winter Is Coming,,,4/17/2011,62,9.1,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
30807,S1E2,1,2,The Kingsroad,,,4/24/2011,56,8.8,David Benioff,D.B. Weiss,Timothy Van Patten,2.2,100.0,96.0
30808,S1E3,1,3,Lord Snow,,,5/1/2011,58,8.7,David Benioff,D.B. Weiss,Brian Kirk,2.4,86.0,96.0
30809,S1E4,1,4,"Cripples, Bastards, and Broken Things",17,Knight of House Whent,5/8/2011,56,8.8,David Benioff,D.B. Weiss,Brian Kirk,2.5,100.0,96.0
30810,S1E5,1,5,The Wolf and the Lion,36,Eddard Stark,5/15/2011,55,9.1,David Benioff,D.B. Weiss,Brian Kirk,2.6,95.0,96.0
30811,S1E6,1,6,A Golden Crown,,,5/22/2011,53,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
30812,S1E7,1,7,You Win or You Die,,,5/29/2011,58,9.2,David Benioff,D.B. Weiss,Daniel Minahan,2.4,100.0,96.0
30813,S1E8,1,8,The Pointy End,,,6/5/2011,59,9.0,David Benioff,D.B. Weiss,Daniel Minahan,2.7,100.0,96.0
30814,S1E9,1,9,Baelor,,,6/12/2011,57,9.6,David Benioff,D.B. Weiss,Alan Taylor,2.7,100.0,96.0
30815,S1E10,1,10,Fire and Blood,,,6/19/2011,53,9.5,David Benioff,D.B. Weiss,Alan Taylor,3.0,100.0,96.0
30816,S2E1,2,1,The North Remembers,,,4/1/2012,53,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
30817,S2E2,2,2,The Night Lands,,,4/8/2012,54,8.5,George R.R. Martin,David Benioff,Alan Taylor,3.8,89.0,96.0
30818,S2E3,2,3,What Is Dead May Never Die,,,4/15/2012,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,3.8,100.0,96.0
30819,S2E4,2,4,Garden of Bones,,,4/22/2012,51,8.8,George R.R. Martin,David Benioff,David Petrarca,3.7,97.0,96.0
30820,S2E5,2,5,The Ghost of Harrenhal,7,Daenerys Targaryen,4/29/2012,55,8.8,George R.R. Martin,David Benioff,David Petrarca,3.9,96.0,96.0
30821,S2E6,2,6,The Old Gods and the New,8,Osha,5/6/2012,54,9.1,George R.R. Martin,David Benioff,David Nutter,3.9,100.0,96.0
30822,S2E7,2,7,A Man Without Honor,2,Theon Greyjoy,5/13/2012,56,8.9,George R.R. Martin,David Benioff,David Nutter,3.7,96.0,96.0
30823,S2E8,2,8,The Prince of Winterfell,,,5/20/2012,54,8.8,George R.R. Martin,David Benioff,Alan Taylor,3.9,100.0,96.0
30824,S2E9,2,9,Blackwater,,,5/27/2012,55,9.7,George R.R. Martin,David Benioff,Neil Marshall,3.4,100.0,96.0
30825,S2E10,2,10,Valar Morghulis,,,6/3/2012,64,9.4,George R.R. Martin,David Benioff,Alan Taylor,4.2,92.0,96.0
30826,S3E1,3,1,Valar Dohaeris,,,3/31/2013,55,8.8,George R.R. Martin,David Benioff,Daniel Minahan,4.4,98.0,97.0
30827,S3E2,3,2,"Dark Wings, Dark Words",15,Brotherhood Men,4/7/2013,56,8.6,George R.R. Martin,David Benioff,Daniel Minahan,4.3,89.0,97.0
30828,S3E3,3,3,Walk of Punishment,,,4/14/2013,56,8.9,George R.R. Martin,David Benioff,David Benioff,4.7,92.0,97.0
30829,S3E4,3,4,And Now His Watch Is Ended,,,4/21/2013,53,9.6,George R.R. Martin,David Benioff,Alex Graves,4.9,100.0,97.0
30830,S3E5,3,5,Kissed by Fire,,,4/28/2013,57,9.0,George R.R. Martin,David Benioff,Alex Graves,5.4,100.0,97.0
30831,S3E6,3,6,The Climb,,,5/5/2013,53,8.8,George R.R. Martin,David Benioff,Alik Sakharov,5.5,83.0,97.0
30832,S3E7,3,7,The Bear and the Maiden Fair,,,5/12/2013,58,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,4.8,77.0,97.0
30833,S3E8,3,8,Second Sons,,,5/19/2013,56,9.0,George R.R. Martin,David Benioff,Michelle MacLaren,5.1,97.0,97.0
30834,S3E9,3,9,The Rains of Castamere,,,6/2/2013,51,9.9,George R.R. Martin,David Benioff,David Nutter,5.2,100.0,97.0
30835,S3E10,3,10,Mhysa,,,6/9/2013,63,9.2,George R.R. Martin,David Benioff,David Nutter,5.4,100.0,97.0
30836,S4E1,4,1,Two Swords,39,Sandor Clegane,4/6/2014,58,9.1,George R.R. Martin,David Benioff,D.B. Weiss,6.6,95.0,97.0
30837,S4E2,4,2,The Lion and the Rose,,,4/13/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,6.3,100.0,97.0
30838,S4E3,4,3,Breaker of Chains,,,4/20/2014,57,8.9,George R.R. Martin,David Benioff,Alex Graves,6.6,96.0,97.0
30839,S4E4,4,4,Oathkeeper,,,4/27/2014,55,8.8,George R.R. Martin,David Benioff,Michelle MacLaren,7.0,96.0,97.0
30840,S4E5,4,5,First of His Name,,,5/4/2014,53,8.7,George R.R. Martin,David Benioff,Michelle MacLaren,7.2,98.0,97.0
30841,S4E6,4,6,The Laws of Gods and Men,,,5/11/2014,51,9.7,George R.R. Martin,David Benioff,Alik Sakharov,6.4,96.0,97.0
30842,S4E7,4,7,Mockingbird,,,5/18/2014,51,9.1,George R.R. Martin,David Benioff,Alik Sakharov,7.2,100.0,97.0
30843,S4E8,4,8,The Mountain and the Viper,,,6/1/2014,52,9.7,George R.R. Martin,David Benioff,Alex Graves,7.2,96.0,97.0
30844,S4E9,4,9,The Watchers on the Wall,,,6/8/2014,51,9.6,George R.R. Martin,David Benioff,Neil Marshall,7.0,94.0,97.0
30845,S4E10,4,10,The Children,,,6/15/2014,65,9.7,George R.R. Martin,David Benioff,Alex Graves,7.1,98.0,97.0
30846,S5E1,5,1,The Wars to Come,,,4/12/2015,53,8.5,George R.R. Martin,David Benioff,Michael Slovis,8.0,96.0,90.0
30847,S5E2,5,2,The House of Black and White,,,4/19/2015,56,8.5,George R.R. Martin,David Benioff,Michael Slovis,6.8,96.0,90.0
30848,S5E3,5,3,High Sparrow,,,4/26/2015,60,8.5,George R.R. Martin,David Benioff,Mark Mylod,6.7,100.0,90.0
30849,S5E4,5,4,Sons of the Harpy,,,5/3/2015,51,8.7,George R.R. Martin,David Benioff,Mark Mylod,6.8,96.0,90.0
30850,S5E5,5,5,Kill the Boy,,,5/10/2015,57,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,6.6,96.0,90.0
30851,S5E6,5,6,"Unbowed, Unbent, Unbroken",,,5/17/2015,54,8.0,George R.R. Martin,David Benioff,Jeremy Podeswa,6.2,54.0,90.0
30852,S5E7,5,7,The Gift,,,5/24/2015,59,9.0,George R.R. Martin,David Benioff,Miguel Sapochnik,5.4,83.0,90.0
30853,S5E8,5,8,Hardhome,,,5/31/2015,61,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.0,100.0,90.0
30854,S5E9,5,9,The Dance of Dragons,,,6/7/2015,52,9.5,George R.R. Martin,David Benioff,David Nutter,7.1,83.0,90.0
30855,S5E10,5,10,Mother's Mercy,,,6/14/2015,60,9.1,George R.R. Martin,David Benioff,David Nutter,8.1,92.0,90.0
30856,S6E1,6,1,The Red Woman,,,4/24/2016,50,8.5,George R.R. Martin,David Benioff,Jeremy Podeswa,7.9,86.0,93.0
30857,S6E2,6,2,Home,,,5/1/2016,54,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,7.3,87.0,93.0
30858,S6E3,6,3,Oathbreaker,,,5/8/2016,52,8.7,George R.R. Martin,David Benioff,Daniel Sackheim,7.3,87.0,93.0
30859,S6E4,6,4,Book of the Stranger,,,5/15/2016,59,9.1,George R.R. Martin,David Benioff,Daniel Sackheim,7.8,100.0,93.0
30860,S6E5,6,5,The Door,,,5/22/2016,57,9.7,George R.R. Martin,David Benioff,Jack Bender,7.9,98.0,93.0
30861,S6E6,6,6,Blood of My Blood,,,5/29/2016,52,8.4,George R.R. Martin,David Benioff,Jack Bender,6.7,88.0,93.0
30862,S6E7,6,7,The Broken Man,,,6/5/2016,51,8.6,George R.R. Martin,David Benioff,Mark Mylod,7.8,98.0,93.0
30863,S6E8,6,8,No One,,,6/12/2016,59,8.4,George R.R. Martin,David Benioff,Mark Mylod,7.6,85.0,93.0
30864,S6E9,6,9,Battle of the Bastards,,,6/19/2016,60,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,7.7,98.0,93.0
30865,S6E10,6,10,The Winds of Winter,,,6/26/2016,68,9.9,George R.R. Martin,David Benioff,Miguel Sapochnik,8.9,99.0,93.0
30866,S7E1,7,1,Dragonstone,,,7/16/2017,59,8.6,George R.R. Martin,David Benioff,Jeremy Podeswa,10.1,93.0,82.0
30867,S7E2,7,2,Stormborn,,,7/23/2017,59,8.9,George R.R. Martin,David Benioff,Mark Mylod,9.3,96.0,82.0
30868,S7E3,7,3,The Queen's Justice,,,7/30/2017,63,9.2,George R.R. Martin,David Benioff,Mark Mylod,9.3,89.0,82.0
30869,S7E4,7,4,The Spoils of War,,,8/6/2017,50,9.8,George R.R. Martin,David Benioff,Matt Shakman,10.2,97.0,82.0
30870,S7E5,7,5,Eastwatch,,,8/13/2017,59,8.8,George R.R. Martin,David Benioff,Matt Shakman,10.7,95.0,82.0
30871,S7E6,7,6,Beyond the Wall,,,8/20/2017,70,9.0,George R.R. Martin,David Benioff,Alan Taylor,10.2,84.0,82.0
30872,S7E7,7,7,The Dragon and the Wolf,,,8/27/2017,80,9.4,George R.R. Martin,David Benioff,Jeremy Podeswa,12.1,87.0,82.0
