net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,country
photosgo,27,1,34,26.91666667,0.612903226,5,2,80251,128,2,1,5,0,72,1
erinlynne,23,0,32,23.69565217,0.461538462,8,1,47876,171,7,0,5,0,72,1
hawtcrossnuns,23,1,144,22.41880342,0.354330709,5,4,74417,0,0,0,144,0,49,1
young_x_lis,23,0,27,21.93333333,0.666666667,4,0,5874,51,0,0,7,1,15,0
ilyway,20,0,12,19.90909091,0.583333333,2,2,4226,157,0,0,4,0,10,1
sensenol,51,1,25,27.64705882,0.722222222,2,2,60,1,0,1,2,0,42,0
lovesickmelody_,16,0,251,17.73529412,0.172413793,37,1,46359,274,11,0,394,0,32,1
tatha__,18,0,220,19.34831461,0.286432161,22,1,108109,382,4,1,79,0,59,0
darkshiny,19,1,75,20.61403509,0.833333333,12,1,58273,185,2,0,36,0,68,0
mervknusperkeks,17,0,116,20.31914894,0.598130841,30,2,17887,245,0,1,55,0,38,1
willhowells,32,1,59,33.2244898,0.901960784,1,5,41484,222,1,0,9,0,85,1
she_is_stolen,21,0,92,23.05970149,0.527777778,22,6,31315,563,3,1,85,1,50,0
snakethroat,16,1,109,17.88235294,0.683673469,32,2,11008,203,28,0,143,0,19,0
turk70,27,1,33,26.34782609,0.608695652,3,1,49802,47,1,1,20,0,78,1
gmfvisor,27,1,60,26.5,0.72,12,2,245620,136,16,4,226,0,80,0
jibakazama,23,1,28,21.875,0.5,3,0,9186,32,0,1,12,0,12,0
lukaty,20,1,106,20.70588235,0.474226804,7,0,26599,82,1,0,94,1,53,0
saaam,26,1,79,28.59574468,0.883333333,14,0,34127,114,5,0,60,0,83,1
myracle,21,0,41,21.54545455,0.307692308,18,1,79108,32,0,1,3,0,61,1
desnajpa_iv,22,1,90,21.62295082,0.676056338,13,1,53458,741,24,1,622,1,72,0
carolamoura,17,0,94,18.15789474,0.361445783,16,0,68363,180,0,1,213,0,40,0
straw14berry,18,0,70,17.9245283,0.180327869,17,1,44837,263,0,0,71,0,33,0
xstacticprocess,25,1,217,23.5326087,0.905,33,2,67657,596,0,2,275,0,54,0
keeveek,22,1,234,23.27868853,0.570754717,46,12,3862,187,6,0,151,1,17,0
insamsworld,24,1,36,25,0.466666667,7,1,61338,4,1,0,18,0,40,0
sakamuzu,19,1,36,19.33333333,0.696969697,7,1,38679,180,45,0,32,0,39,0
peterabb,46,1,37,27.96296296,0.735294118,11,1,8938,159,3,1,7,1,18,1
trick1989,22,1,307,22.4212766,0.918149466,43,9,51000,0,1,0,1150,0,48,0
calvinsm,21,1,25,20.52380952,0.291666667,4,0,46931,29,0,1,75,0,40,0
tentaizu,28,1,88,25.57377049,0.602739726,10,3,193245,80,2,0,20,0,89,1
ldsix,23,1,33,22.61538462,0.962962963,7,1,36366,155,32,0,94,1,48,0
rdbram824,21,1,67,21.22916667,0.666666667,4,3,100617,27,16,0,47,0,58,1
billfredb,22,1,28,23.45454546,0.590909091,4,0,29137,24,8,1,31,0,61,1
na4ty,15,0,171,18.56551724,0.742138365,20,3,11870,218,0,0,3,0,16,0
nbertelloni,23,1,34,25.25,0.75,6,2,25684,84,0,1,27,0,36,0
dada_buzy,20,1,26,20.25,0.52631579,3,0,15632,69,0,0,13,0,15,0
silence_grrl,19,0,65,19.88461539,0.473684211,17,0,53781,164,0,0,6,0,61,0
tricky_teo,23,1,25,23.39130435,0.136363636,7,1,28,14,1,0,41,0,18,0
natyanka_alira,23,0,74,25.48275862,0.777777778,12,2,22035,110,3,0,95,0,41,0
endorphin_rush,23,0,99,22.48611111,0.764044944,21,2,15932,1095,1,4,122,0,41,0
lucaspmedina,21,1,67,19,0.482758621,6,0,70363,130,0,0,110,1,33,0
deirex,25,1,14,26.27272727,0.666666667,5,0,69690,99,0,1,13,0,60,0
wodahunts1337,16,1,18,16.8,0.461538462,7,0,12049,113,0,1,70,0,20,1
lolandros,22,1,33,22.59259259,0.857142857,6,0,37807,0,0,1,31,0,52,0
artoflovers,15,0,51,19.09756098,0.382978723,14,1,37747,33,0,0,17,0,19,0
gekreuzigt,20,1,53,22.09756098,0.458333333,8,1,22925,803,1,1,103,1,56,0
kalofonia,24,0,47,25.55172414,0.58974359,10,0,30827,124,1,0,20,1,45,0
rhythm86,36,1,17,28,0.8,11,1,2903,95,0,1,0,0,55,1
frags,27,1,21,31.42857143,0.823529412,11,3,11111,63,59,0,48,0,87,0
xibal_ba,23,0,11,19.5,0.777777778,2,1,4962,16,0,1,6,0,10,0
deltron,25,1,24,26.57142857,0.8125,5,0,31388,50,18,1,13,0,106,1
nicole_shox,23,0,11,25.5,0.454545455,3,0,23104,154,1,1,13,0,39,1
kikou_,24,0,28,27.57142857,0.882352941,7,0,25738,91,0,2,48,0,68,1
br00djebal,20,1,9,18.57142857,0.75,1,0,7933,46,0,0,3,1,30,0
alexlane,25,0,18,25.64285714,0.733333333,2,0,109736,3,0,2,2,0,57,1
maydonozz,16,0,8,18.57142857,0.666666667,1,0,663,5,1,1,4,0,47,0
linguama,28,0,20,32.21428571,0.611111111,13,4,5037,10,0,1,21,0,43,0
darknarcotic,22,1,19,24.21428571,0.235294118,10,1,1010,149,3,1,2,0,38,0
hiros88,23,1,19,23.92857143,0.6875,1,0,8993,21,0,0,18,0,33,0
fistaszek013,20,1,19,19.85714286,0.588235294,1,0,25732,45,7,0,3,0,44,0
pirodaggar,22,1,42,22.82142857,0.685714286,4,0,86333,5,1,0,68,1,70,1
berik_,25,1,20,27.92857143,1,2,3,25814,1,8,0,9,0,65,0
one_luv85,26,1,20,23.28571429,0.933333333,7,0,19884,78,26,1,22,0,60,1
dreamofrock,25,1,17,23.42857143,0.333333333,3,1,23422,7,0,0,19,0,55,0
gusiaczek1993,18,1,15,17.64285714,0.466666667,1,0,25714,223,0,0,3,0,33,0
merfolk_rus,21,1,16,21.64285714,0.642857143,7,0,48389,8,0,1,9,0,63,0
tosh_fly,19,1,9,20.57142857,0.375,2,0,14555,81,0,0,3,1,15,0
damphoussed,18,1,24,19.78571429,0.7,3,0,17280,593,0,0,3,0,28,1
letemgo,22,0,18,23.28571429,0.571428571,10,0,27842,30,2,0,15,1,65,0
meyfroyt,24,1,16,24.57142857,1,2,1,22278,11,0,0,12,1,29,0
nhp890,18,1,16,17.92857143,0.333333333,3,0,45263,307,30,1,208,0,34,0
tpvhall,30,1,27,28.42857143,0.875,2,0,64803,0,1,0,0,0,83,0
lostkaeto,23,0,18,24.35714286,0.866666667,6,3,43433,7,2,1,2,0,68,0
annnemarie,26,0,19,28.14285714,0.666666667,2,1,14032,0,0,0,109,0,52,0
maxwad,23,1,18,21.42857143,0.944444444,2,0,62594,119,0,0,1,0,45,0
fiiireworks,24,0,20,20.64285714,0.555555556,4,0,3568,131,0,0,15,0,36,0
roisinjennifer,20,0,17,20.07142857,0.529411765,11,0,24920,38,0,0,33,0,32,1
sternscheenjojo,18,0,20,20.21428571,0.470588235,2,0,5659,47,0,2,6,0,29,1
react0r,27,1,18,25.57142857,0.6875,9,0,36892,584,1,0,0,0,79,0
adrenechrome,28,1,24,30.28571429,0.733333333,7,1,11501,0,0,1,1,0,72,0
apolominas,25,1,20,24.5,0.214285714,9,1,43450,1,0,1,4,0,82,0
yourethesucker,23,1,19,23.21428571,0.733333333,3,0,24666,0,12,0,27,0,73,0
juuliapol,21,0,18,23.21428571,0.666666667,3,0,21096,33,0,0,32,0,34,0
veldrin13,19,1,8,21.57142857,0.714285714,1,0,110543,430,28,2,12,0,82,1
pclabs,30,1,15,25.57142857,0.642857143,7,1,7521,10,3,1,33,1,63,0
danarchism,28,1,10,27.5,0.625,1,0,15835,21,0,0,7,0,54,1
fashimina,18,0,8,19.57142857,0,2,0,0,0,0,0,1,0,34,0
bullet-aild,21,1,18,21.64285714,0.588235294,8,1,14353,93,6,1,45,0,49,1
jtec23,34,1,15,33.57142857,0.5,6,0,26671,5,0,0,10,0,67,1
clint_b,21,1,8,20.57142857,0.714285714,2,0,6044,0,0,0,29,0,19,0
nebej,22,1,15,23.92857143,0.933333333,2,0,65395,4,1,1,4,0,73,0
tacogrande,21,1,18,25.57142857,0.75,9,0,9290,59,0,0,22,0,63,1
iateyourdog,19,1,9,18.57142857,0.625,1,0,19689,18,0,1,8,0,33,0
indieanin,19,1,16,18.85714286,0.375,3,0,10612,17,0,1,26,0,33,0
emily-m123,20,0,15,19.85714286,0.642857143,5,0,22668,81,0,0,17,0,13,1
ageebyfoxy,21,0,17,21.28571429,0.733333333,1,0,4422,51,0,1,3,0,22,0
snubbs741,18,1,23,21.07142857,0.571428571,6,1,14916,127,0,2,11,0,28,1
lullaby126,24,0,21,26.07142857,0.733333333,6,3,35341,0,0,0,107,1,24,0
gianmercer,20,1,7,18.57142857,0.285714286,1,0,6564,0,0,0,0,0,21,0
atbnet,27,1,34,27.89285714,0.612903226,8,1,43240,280,2,1,20,0,86,1
robert_kiosaki,27,1,83,23.14545455,0.68,14,0,17701,456,2,0,104,1,55,0
benzs_s,25,1,76,25.43137255,0.689655172,11,6,135658,144,87,1,98,1,79,1
jons0n,16,1,34,18.68,0.78125,9,0,28858,110,7,0,26,0,20,0
eddtyf,16,1,86,18.93333333,0.594594595,19,4,16226,147,0,0,65,0,29,0
amandamorais_,13,0,89,16.49230769,0.1375,17,0,5491,100,0,1,148,0,15,0
krashjjb,26,1,30,22.92307692,0,10,1,175,12,3,1,16,0,31,1
divastion,22,1,17,21.9375,0.823529412,4,0,40582,150,0,1,27,0,56,0
vanmenn,32,1,20,33.9375,0.666666667,2,0,73560,427,1,4,7,1,90,0
brunodias20,25,1,13,23.18181818,0.4,1,0,11884,0,0,0,3,0,7,0
tiago_harder,23,1,53,20.12195122,0.355555556,10,0,41349,77,0,1,59,0,40,0
caioiobis,16,1,21,16.91666667,0.533333333,2,0,11458,3,0,0,37,0,36,0
draagon666,22,1,17,23.15384615,0.6875,10,0,5658,36,0,1,3,0,13,0
kachiuz,24,1,14,22.15384615,0.307692308,4,0,92855,125,113,0,33,1,74,0
getup14,29,1,36,26.89655172,0.633333333,4,2,36130,790,0,1,15,0,59,0
pinkhearts,24,0,42,22.67647059,0.52631579,11,4,18352,73,95,0,39,0,67,0
joni_v,21,1,28,19.26086957,0.653846154,8,0,23087,20,0,0,35,0,20,0
faun28,31,0,242,29.48427673,0.614213198,27,11,47494,2275,1,1,57,0,40,1
genova322,25,0,27,23.33333333,0.590909091,8,0,96737,116,1,2,7,0,72,1
punkslave,19,0,41,19.34285714,0.657894737,3,0,7938,116,0,0,1,0,41,0
msinho_nunes,17,1,38,19.10344828,0.111111111,2,0,10206,136,5,1,53,0,22,0
thwarting,20,0,37,21.32,0.411764706,15,0,49939,266,0,1,29,0,50,0
gilangardana,18,1,27,19.92,0.384615385,9,1,4147,74,1,0,15,0,9,0
mths8002,18,1,30,19.72,0.518518519,10,0,82242,57,0,1,11,0,47,0
urban_asphalt,25,0,120,23.25742574,0.740384615,21,2,59399,336,0,1,105,0,51,0
vin94,17,1,22,17.88235294,0.363636364,6,0,38542,179,0,1,115,0,40,0
analiras2,19,0,21,18.88235294,0.555555556,5,0,11560,39,0,1,17,0,8,0
joewilloughby,17,1,30,17.30769231,0.192307692,6,0,8964,64,0,1,11,0,20,1
raphaelgermano,19,1,95,17.41333333,0.452380952,8,1,36464,22,0,0,9,1,16,0
marianarrpp,24,0,25,26.36363636,0.6,1,1,1478,6,0,0,3,0,43,0
etrus,22,0,45,22.35897436,0.552631579,7,0,32537,483,0,1,83,0,41,0
zarggg,30,1,48,24.78378378,0.621621622,6,1,42081,244,19,0,4,0,79,1
nilinhooh,17,1,53,18.84090909,0.68,8,1,21148,11,0,0,3,0,30,0
diegomadih,28,1,11,25.44444444,0.888888889,2,0,18628,113,0,0,0,0,25,0
mrraaau,16,0,27,16.94444444,0.576923077,6,0,17349,276,3,0,34,0,16,0
czarkyle,27,1,14,23.44444444,0.7,6,1,67714,583,0,0,5,0,64,1
volsus,25,1,12,26.44444444,0.545454546,4,1,11104,24,0,0,3,0,12,1
xavieribeiro25,19,1,34,20.8,0.68,8,1,16146,122,1,0,22,0,27,0
itchymoto,27,0,68,26.33333333,0.588235294,22,6,84056,0,17,0,1118,1,78,1
laffite,28,1,24,22.61904762,0.545454546,6,0,21519,48,0,0,19,0,70,0
thunderkiller,17,1,82,17.61904762,0.447368421,12,0,19876,85,0,0,127,0,32,0
xelfer,24,1,32,22.61904762,0.692307692,3,0,113584,0,0,0,16,0,76,1
inespatron,24,0,61,26.52,0.833333333,17,0,72513,77,24,0,80,0,68,0
goldmoon_lb,20,0,78,22.58461539,0.768115942,10,2,22479,31,9,1,59,0,61,0
lucaocto,15,1,38,17.06896552,0.677419355,2,0,7593,263,1,0,113,0,19,0
kajaaa,21,0,39,20.79310345,0.515151515,5,0,22563,43,1,1,122,0,50,1
lugiawong,22,1,43,23.93548387,0.848484849,8,1,68839,32,0,1,29,0,30,0
heygabriiel,15,1,116,16.55319149,0.160377359,12,0,8451,134,0,1,142,0,13,0
annikka05201,20,0,78,22.10344828,0.6,27,0,21217,144,93,1,112,0,42,0
akexandrabajic,19,0,103,22.70114943,0.692307692,35,0,68986,89,17,1,195,0,53,0
defectedazzy,22,1,50,22.72727273,0.765957447,5,1,9448,23,0,0,11,0,30,0
suedehead89,22,1,46,23.15625,0.425,5,1,2393,2,3,0,69,0,52,1
duszekecchi,23,1,392,22.03214286,0.700657895,44,7,124064,463,0,0,1399,0,39,0
die_katzee,18,1,742,19.82107356,0.871794872,45,15,33685,961,4,0,1096,1,13,1
damonf888,18,1,103,19.29166667,0.352941177,21,4,89666,800,3,0,98,0,41,0
crashkablam,17,0,56,18.19230769,0.511111111,1,0,49357,151,0,0,13,0,39,1
x_joski_x,23,0,66,25.84,0.87037037,18,5,7441,134,4,0,12,0,26,1
littlejoeii,21,1,70,25.02173913,0.725490196,13,4,72790,211,66,1,228,0,72,1
gustavo_cruz_,16,1,73,17.60344828,0.515625,3,2,3885,8,0,0,9,0,12,0
tata_ua,22,0,98,22.96296296,0.75,18,3,83184,0,9,0,342,0,60,0
n0rk4,24,0,6,22.66666667,0.333333333,2,0,28,2,0,0,2,1,6,0
mrphillipawood,22,1,22,21.13333333,0.388888889,2,0,29609,119,0,0,0,0,23,1
metchta,23,0,22,23.86666667,0.466666667,9,0,11479,93,0,1,50,0,53,0
marty_key,26,1,21,22.73333333,0.444444444,2,0,70559,638,2,1,8,0,52,0
moonykitsune,17,0,8,22.66666667,0.857142857,3,0,1162,103,0,0,0,0,14,0
krokokeksi,23,0,20,23.06666667,0.466666667,6,0,31244,8,1,0,33,0,75,0
mawizekobeba,25,1,16,23.4,0.642857143,2,3,8988,17,16,0,154,0,70,0
patisha_sg,19,0,18,21.06666667,0.846153846,3,1,12978,18,0,1,20,0,47,0
ppenetratorr,18,1,9,17.66666667,0.75,2,0,18702,61,0,0,2,0,19,0
vi-coactum,23,1,21,22.46666667,0.764705882,7,0,108267,289,3,0,36,0,64,0
paulipop,17,0,17,19.06666667,0.5,3,0,9396,208,0,0,5,0,22,0
starxhannah,20,0,18,23.13333333,0.75,5,0,21891,46,8,1,40,0,58,1
tuesdayclub,31,1,28,29.86666667,0.8,3,2,6954,0,2,1,8,0,57,1
die0anne,21,0,19,20.4,0.470588235,2,0,11043,10,0,1,11,0,50,1
ge0rge007,21,1,15,20.8,0.066666667,7,0,2871,131,1,1,3,0,50,0
i3t,21,1,25,21.8,0.4,2,0,26691,218,0,0,1,0,34,0
gajos112,19,1,18,19.73333333,0.823529412,1,0,764,11,0,0,2,0,19,0
flw_mmw_bk,18,0,20,18.86666667,0.176470588,10,0,8316,38,0,1,3,0,15,0
lileh,23,0,23,26.13333333,0.764705882,11,0,30137,24,3,0,39,0,86,1
h3n0x,17,1,21,17.26666667,0.666666667,2,0,18977,116,0,0,2,0,16,0
feiminn,18,0,18,18.8,0.625,5,0,33642,8,4,0,17,0,41,1
sweepxcore,19,1,21,20.26666667,0.764705882,4,0,18007,0,0,0,4,0,36,1
abebe_tequila,28,1,18,29.46666667,0.6,3,0,13629,6,29,1,7,0,63,0
jouppari,27,1,19,25.46666667,0.684210526,1,0,14015,1,0,1,22,0,63,0
matspollumaa,21,1,8,22.4,0.875,2,0,43189,0,0,0,1,0,43,0
jinjo235,25,1,19,26.53333333,0.625,2,0,28266,0,0,0,3,0,40,1
aila_x3,19,0,12,21.66666667,0.4,1,0,2683,1,0,0,10,0,41,0
pichcore,18,1,20,18.86666667,0.52631579,2,0,10697,184,0,0,14,0,11,0
aezmo,17,1,20,16.86666667,0.8,6,0,14403,668,1,0,19,0,30,0
starletteark,23,0,17,23.53333333,0.571428571,4,0,21781,2,0,0,294,0,50,0
ellitschka,28,0,9,27.66666667,0.714285714,4,0,14105,75,0,1,6,0,35,1
bigg%7e,27,1,19,25.46666667,0.875,2,0,23862,0,0,1,0,0,79,1
rockcursive,27,1,20,24.53333333,0.4375,1,1,26660,0,2,0,34,0,70,1
hiiaryduff,23,1,19,21.2,0.705882353,9,0,52384,9,0,1,30,0,68,0
xariarose,20,0,16,23.86666667,0.75,5,0,10179,75,4,1,5,0,58,1
littlabjalla,24,0,19,25.8,0.777777778,11,0,30296,45,0,1,18,0,58,1
ivana76,35,0,23,29.26666667,0.625,1,2,2812,2,0,1,2,0,46,0
cailray,26,1,22,23.86666667,0.588235294,4,1,40765,180,0,0,19,0,46,0
samaelthemeek,22,1,20,22.13333333,0.529411765,3,0,23029,1,1,0,50,0,73,1
futuristicplans,28,0,22,31.4,0.736842105,4,2,32794,47,6,0,6,0,78,1
rglider,24,1,17,25.6,0.714285714,4,0,1450,0,0,1,2,0,73,0
coursed81,30,0,17,32.53333333,0.533333333,1,0,22502,108,79,1,196,0,61,1
kman14,22,1,18,21.86666667,0.8125,1,0,704,19,0,2,3,0,57,1
aurinkoisuus,19,0,16,19.2,0.2,3,0,3259,23,0,1,190,0,51,0
ahndrue,20,1,17,20.4,0.4,3,0,16210,0,0,0,12,0,45,1
kirshenbomb,22,0,17,24.06666667,0.5,5,0,10622,17,0,1,10,0,54,0
czarnybyk,17,1,18,17.06666667,0.352941177,1,0,2106,2,0,1,7,0,16,0
futrex,21,1,16,20.4,0.428571429,5,0,24784,25,0,1,25,0,57,1
sanguinius_fjk,21,1,17,20.73333333,0.625,1,0,12464,97,1,1,94,0,45,1
orangecorner,21,0,8,21.4,0.5,1,0,4886,21,0,0,9,0,39,0
packofwolves,18,0,18,22.33333333,0.0625,3,0,2279,0,0,1,8,0,33,1
passionjames,22,1,20,23.4,0.277777778,11,1,0,37,0,0,13,0,24,1
mitchelmolinos,19,1,20,18.46666667,0.222222222,9,0,8034,36,0,0,9,0,19,0
_spiritcrusher_,24,0,18,24.66666667,0.823529412,2,0,3257,84,1,1,23,0,49,0
anthail,21,0,16,21.06666667,0.142857143,9,0,71503,92,1,0,30,0,74,0
liudas,20,1,23,22.13333333,0.272727273,7,0,41795,19,1,2,39,0,53,0
eliasanchess,16,1,8,16.4,0.285714286,3,0,1410,31,0,1,2,0,5,0
loony111,20,0,21,20.13333333,0.764705882,2,0,7685,22,0,0,24,0,25,1
ehqo,26,1,58,29.5,0.875,19,5,74909,123,6,0,59,0,83,0
niby77,24,1,39,24.63333333,0.323529412,6,0,44883,129,16,1,150,1,58,0
leroidusoleil,24,1,11,23.4,0.818181818,4,1,98746,5,0,0,4,0,41,0
metalazbest,20,0,34,22.38461539,0.620689655,8,0,22872,0,0,2,7,0,31,0
jthomas65,46,1,189,33.70093458,0.583333333,34,18,6588,2364,61,2,686,1,67,0
iamajeenyus1,21,1,24,21.94117647,0.52631579,2,0,114353,57,21,1,45,0,66,1
faiery,21,0,106,22.68965517,0.783505155,14,1,45176,152,1,0,378,1,45,0
matthewsmith87,24,1,20,21.14285714,0.388888889,3,1,50579,117,0,0,26,0,41,1
totally_random,23,0,16,24.14285714,0.846153846,3,0,34723,40,0,0,49,0,17,0
mr_whirly,20,1,103,23.3943662,0.727272727,20,11,39032,308,3,0,181,0,41,1
ellexoxo,22,0,192,24.5177305,0.860606061,38,4,6886,65,183,0,497,0,33,1
latinocrush,18,0,243,19.50952381,0.656652361,44,5,42289,297,13,0,1905,0,28,0
skinnylion,16,1,212,17.59537572,0.267015707,5,3,46687,87,0,0,337,0,20,0
fuckyeahmind,19,0,27,18.20833333,0.541666667,2,0,14872,15,0,0,0,0,13,0
k-fattore,21,1,23,20.19047619,0.238095238,3,0,7863,529,0,0,15,0,14,0
vincentmachaan,23,1,76,21.41538462,0.732394366,5,0,42691,15,3,1,63,0,27,0
mushroombrain,20,0,123,22.05376344,0.686868687,18,4,28190,104,54,1,661,1,56,0
bullet7,23,1,30,19.5,0.344827586,14,1,11511,263,0,2,36,0,26,1
neomarkneon,21,1,46,20.72222222,0.425,6,0,114898,96,2,1,35,0,48,0
rafaelrenato,27,1,91,24.44155844,0.879518072,10,1,38149,26,0,0,2,0,41,0
jaderachel,33,0,36,24.25,0.225806452,10,0,727,20,0,1,6,0,51,1
aleksandra2117,20,0,56,20.67441861,0.716981132,1,0,18378,226,4,1,136,0,32,0
o0opeteyo0o,25,1,144,19.23423423,0.564102564,29,2,423117,0,0,0,55,0,76,1
ketsuk,21,0,87,23.12903226,0.7125,8,4,211336,329,2,0,17,0,68,0
lsscosta,21,0,34,23.96774194,0.818181818,2,1,899,0,0,0,12,0,24,0
rocketqueen_,21,0,75,20.06451613,0.462686567,7,1,43109,200,1,2,12,0,53,0
lord_darkniel,27,1,29,24.22222222,0.12,7,0,8253,275,0,1,9,0,61,0
efistafes_wife,18,0,18,19.23076923,0.625,5,0,22007,28,0,1,3,0,36,0
dudziol91,20,1,20,19.36363636,0.55,2,0,39155,493,0,0,28,0,39,0
adolescences,21,0,26,20.2,0.041666667,10,0,35032,21,0,0,10,0,35,1
joshizm,26,1,15,25.36363636,0.818181818,6,1,21997,32,2,1,6,0,64,1
elisa_souza,22,0,15,21.36363636,0.428571429,1,0,2731,5,0,0,4,0,12,0
matheus6284,19,1,25,17.86363636,0.130434783,11,0,951,19,0,0,10,0,5,0
outtrader,25,1,17,25.77777778,0.5,3,0,4573,244,0,1,2,1,43,0
black_bat86,17,1,11,17.77777778,0.3,3,0,783,149,0,1,59,0,6,0
darki69,26,0,10,26.77777778,0.7,2,1,250,12,0,2,1,1,38,0
menadc,24,0,33,24.28571429,0.866666667,10,0,78816,51,3,0,32,0,70,1
jakebensley,18,1,19,16.52941177,0.333333333,3,0,2604,24,0,0,5,0,21,1
dzes666,20,0,16,19.5625,0.533333333,3,0,7108,51,0,1,10,0,54,1
neillyb,24,1,19,22.5,1,5,0,17859,42,1,1,25,0,67,1
shakira_fan,21,1,16,24.25,0.75,8,0,32926,18,4,0,37,0,71,1
katiegriff,29,0,20,25.5625,0.764705882,13,0,6151,40,0,1,6,0,59,1
noninka87,21,0,23,22.25,0.476190476,11,0,19660,30,1,1,81,0,47,0
mitchum_79,33,1,22,31.3125,0.333333333,9,0,595,93,0,0,4,0,36,0
spinelesslaugh,20,0,23,22.0625,0.764705882,6,0,34028,12,8,1,49,0,65,0
waszka1,23,1,19,22.5625,0.055555556,9,1,426,0,2,1,43,0,59,0
dx_mrt,22,0,18,24.0625,0.833333333,6,1,61181,9,0,0,12,0,56,0
caiomath,18,1,19,20.1875,0.444444444,3,0,7571,98,0,0,38,0,29,0
zauriel0906,31,1,20,31.1875,0.666666667,2,1,21912,18,0,0,2,0,72,0
sliwus,24,0,26,23.875,0.708333333,11,0,23942,17,3,1,23,0,40,0
ilikeblueskies,20,0,22,22.8125,0.380952381,10,0,10120,127,1,2,7,0,29,0
gabrielcac,26,1,23,26.3125,0.869565217,3,0,9734,0,0,0,20,0,57,0
turkeysalad,21,1,23,20.75,0.684210526,3,0,21740,116,0,0,2,0,37,1
toblubb,24,1,59,21.625,0.725490196,6,2,52098,159,17,1,150,0,54,1
ilicavenged,23,1,22,21.25,0.789473684,11,1,46465,25,45,0,84,0,42,0
deep-green-sea,18,0,20,18.3125,0.421052632,3,0,24042,254,0,0,7,0,9,0
chucklesxcore,22,1,37,20.4375,0.303030303,9,0,51190,3,0,1,98,0,62,1
crombieboy,25,1,21,24.3125,0.523809524,8,0,8651,69,0,1,28,0,60,0
allasmn,18,1,16,18.0625,0.6,1,1,62302,66,0,0,132,1,42,0
cathrinedicko,17,0,20,20.625,0.736842105,10,0,2339,9,1,0,2,0,47,1
flamingzelda,22,1,22,23.1875,0.8125,5,0,82379,376,0,0,29,0,38,1
thanoszimia,20,1,24,21.1875,0.647058824,5,0,6530,5,0,0,20,0,30,0
laradekroon2,19,0,19,19.125,0.714285714,1,0,17079,12,0,0,51,0,34,0
xenyjr,22,1,37,22.09375,0.485714286,15,1,23599,222,88,0,49,0,39,0
rafacastillo,26,1,18,25.4375,0.470588235,5,1,35733,174,1,1,0,0,51,0
patricia-aliena,16,0,18,18.75,0.2,4,0,3504,110,0,1,11,0,38,1
tio_n,20,1,20,21.125,1,2,1,4492,3,1,0,15,0,35,0
metalhead226,27,1,20,22.625,0.555555556,13,0,17470,5,0,1,21,0,56,1
tuco_was,20,1,18,20.625,0.6875,1,0,38072,23,0,1,1,0,42,0
catarinaaaaa,19,0,84,22.953125,0.780821918,12,1,22339,89,0,0,597,0,28,0
beca_dylan,22,0,22,23,0.619047619,6,0,7889,7,0,1,25,0,42,0
joboffal,23,1,17,20.75,0.666666667,3,0,94342,18,2,0,21,0,56,1
pwevans,29,1,24,28.3125,0.65,6,3,14216,35,0,0,1,1,72,1
kayniyi,25,1,45,23.03125,0.435897436,7,2,72492,160,0,1,59,1,47,0
lukluz,30,1,23,30,0.52631579,7,0,18661,115,0,1,13,0,55,0
lawlieth,22,0,21,22.5,0.533333333,5,2,17090,86,4,0,29,0,45,0
miivoight,23,0,51,23.31818182,0.653061225,7,1,36499,147,8,0,3,0,53,0
azurewoods,25,1,60,21.97142857,0.897435897,8,1,46721,161,0,1,18,0,25,0
alisonhell111,17,0,169,22.58783784,0.884146342,33,4,11917,203,0,0,204,0,19,0
infection656,22,1,67,20.7037037,0.786885246,11,1,40804,447,12,0,65,1,35,1
riveraftershave,25,1,30,23.34782609,0.695652174,6,5,25028,131,2,1,11,1,48,0
sean_lee,29,1,33,24.11764706,0.545454546,12,2,48610,106,11,3,54,0,57,0
the_bard_,20,1,298,19.292,0.581818182,34,6,39369,107,3,0,16,0,19,0
shadow_scream,23,1,102,20.82894737,0.477777778,18,0,19422,1133,0,0,62,0,28,0
tumbling-down,21,0,101,23.44,0.604651163,18,10,105567,246,8,0,155,0,71,0
d_morgendorffer,28,0,41,21.54545455,0.694444444,5,0,6388,7,1,0,12,0,18,0
gretchen_ross_,20,0,43,21.27777778,0.657894737,1,0,26894,98,0,0,21,0,37,0
merelx33,18,0,38,19.09090909,0.628571429,1,0,14513,26,0,0,148,0,39,0
karina__013,22,0,41,25.91428571,0.947368421,13,0,18673,0,8,1,61,0,55,1
lilcookiekiller,18,0,30,21.40740741,0.72,16,0,7881,240,2,0,28,0,48,0
xmati,20,1,49,19.31707317,0.3,10,0,45814,897,4,0,149,0,47,0
ameliaj810,15,0,14,17.72727273,0.615384615,4,0,30259,130,0,0,1,0,18,1
kadabee,22,0,20,23.33333333,0.611111111,3,1,26711,136,0,0,10,1,25,0
missfelidae,28,0,17,26.33333333,0.416666667,2,0,33698,313,0,0,38,1,46,1
ola_ka,23,0,41,24.18181818,0.342857143,3,1,11346,180,0,0,60,0,40,0
zavtro,19,1,17,18.72727273,0.333333333,5,0,18199,0,0,0,0,0,12,0
vivalafreedom,21,0,29,24.85,0.807692308,10,1,74430,362,1,0,96,1,35,0
